customer_id,name,email,account_open_date,credit_limit,state,phone_number,current_balance,fico_score,dq_flag_missing_critical,dq_flag_invalid_email,dq_flag_fico_out_of_range,dq_flag_balance_outlier,dq_flag_future_date,state_cleaned,dq_flag_any_issue
CUST16405,Customer 6405,customer6405@email.com,2024-03-31,7500.0,  ny,(872) 690-7017,1299.4,755.0,False,False,False,False,False,NY,False
CUST11365,Customer 1365,customer1365@email.com,2023-03-25,25000.0,IL,(412) 729-8157,2869.65,591.0,False,False,False,False,False,IL,False
CUST15245,Customer 5245,customer5245@email.com,2025-01-23,7500.0,  ny,(901) 934-4709,2047.71,559.0,False,False,False,False,False,NY,False
CUST10248,Customer 248,customer248@email.com,2019-03-11,25000.0,TX,(798) 285-8231,757.01,751.0,False,False,False,False,False,TX,False
CUST17096,Customer 7096,customer7096@email.com,2022-06-10,7500.0,NY,(735) 915-4992,565.63,721.0,False,False,False,False,False,NY,False
CUST16397,Customer 6397,customer6397@email.com,2021-12-29,1000.0,,(212) 626-3521,2513.81,759.0,False,False,False,False,False,UNKNOWN,False
CUST15479,Customer 5479,customer5479@email.com,2023-08-12,10000.0,FL,(545) 445-7908,903.04,668.0,False,False,False,False,False,FL,False
CUST17898,Customer 7898,customer7898@email.com,2021-07-23,1000.0,FL,(666) 483-8926,2387.36,,True,False,False,False,False,FL,True
CUST11352,Customer 1352,customer1352@email.com,2023-06-17,7500.0,Texas,(829) 226-7924,1251.67,637.0,False,False,False,False,False,UNKNOWN,False
CUST16086,Customer 6086,customer6086@email.com,2019-10-08,5000.0,NY,(953) 536-4739,2187.1,678.0,False,False,False,False,False,NY,False
CUST11952,Customer 1952,customer1952@email.com,2021-07-18,1000.0,Texas,(619) 211-3718,1059.14,735.0,False,False,False,False,False,UNKNOWN,False
CUST14937,Customer 4937,customer4937@email.com,2018-05-04,7500.0,NY,(264) 731-2442,945.19,641.0,False,False,False,False,False,NY,False
CUST10082,Customer 82,customer82@email.com,2019-04-17,15000.0,CA,(686) 271-6362,2556.41,701.0,False,False,False,False,False,CA,False
CUST17230,Customer 7230,customer7230@email.com,2024-02-15,25000.0,NY,(561) 717-1487,3249.26,618.0,False,False,False,False,False,NY,False
CUST13099,Customer 3099,customer3099@email.com,2020-10-15,1000.0,FL,(845) 473-1954,2268.48,793.0,False,False,False,False,False,FL,False
CUST16798,Customer 6798,customer6798@email.com,2018-03-12,2500.0,TX,(963) 762-9571,3108.48,591.0,False,False,False,False,False,TX,False
CUST15046,Customer 5046,customer5046@email.com,2024-10-17,1000.0,FL,(240) 797-2051,-981.5,610.0,False,False,False,False,False,FL,False
CUST12248,Customer 2248,customer2248@email.com,2019-12-11,1000.0,TX,(571) 613-1693,4989.23,655.0,False,False,False,False,False,TX,False
CUST16424,Customer 6424,customer6424@email.com,2023-05-28,25000.0,Texas,,2385.76,828.0,True,False,False,False,False,UNKNOWN,True
CUST13442,Customer 3442,customer3442@email.com,2024-02-19,1000.0,NY,(605) 394-5886,,638.0,False,False,False,False,False,NY,False
CUST14821,Customer 4821,customer4821@email.com,2024-03-15,10000.0,ca ,(795) 344-8107,2351.08,679.0,False,False,False,False,False,CA,False
CUST13706,Customer 3706,customer3706@email.com,2021-07-22,15000.0,NY,(451) 387-4184,153.6,727.0,False,False,False,False,False,NY,False
CUST12668,Customer 2668,customer2668@email.com,2024-05-30,25000.0,NY,(836) 807-8556,536.42,599.0,False,False,False,False,False,NY,False
CUST16366,Customer 6366,customer6366@email.com,2023-08-22,15000.0,NY,(971) 343-2318,2762.58,756.0,False,False,False,False,False,NY,False
CUST17605,Customer 7605,customer7605@email.com,2025-05-14,10000.0,,(795) 926-2760,3255.97,756.0,False,False,False,False,False,UNKNOWN,False
CUST10068,Customer 68,customer68@email.com,2020-03-30,2500.0,ca ,(237) 422-4103,337.58,696.0,False,False,False,False,False,CA,False
CUST16436,Customer 6436,customer6436@email.com,2024-04-10,10000.0,NY,(753) 776-9723,2721.57,718.0,False,False,False,False,False,NY,False
CUST17586,Customer 7586,customer7586@email.com,2020-05-01,25000.0,NY,(790) 964-5437,168.39,740.0,False,False,False,False,False,NY,False
CUST14271,Customer 4271,customer4271@email.com,2023-04-15,2500.0,IL,(821) 780-5685,1146.55,,True,False,False,False,False,IL,True
CUST11114,Customer 1114,customer1114@email.com,2021-03-01,25000.0,CA,(665) 732-3944,2011.59,627.0,False,False,False,False,False,CA,False
CUST11317,Customer 1317,,2018-12-09,15000.0,CA,(618) 976-5498,3062.65,648.0,True,False,False,False,False,CA,True
CUST17506,Customer 7506,customer7506@email.com,2023-08-12,2500.0,CA,(252) 941-9738,1544.7,770.0,False,False,False,False,False,CA,False
CUST16425,Customer 6425,customer6425@email.com,2019-01-18,5000.0,CA,(593) 332-8462,582.49,,True,False,False,False,False,CA,True
CUST17995,Customer 7995,customer7995@email.com,2018-04-04,15000.0,FL,(402) 330-7397,1396.49,609.0,False,False,False,False,False,FL,False
CUST13229,Customer 3229,customer3229@email.com,2021-12-16,1000.0,CA,(826) 647-3018,1549.17,630.0,False,False,False,False,False,CA,False
CUST14426,Customer 4426,customer4426@email.com,2024-04-13,5000.0,CA,(704) 766-5438,1416.23,657.0,False,False,False,False,False,CA,False
CUST12279,Customer 2279,customer2279@email.com,2023-09-28,10000.0,ca ,(912) 646-8506,1219.48,622.0,False,False,False,False,False,CA,False
CUST12285,Customer 2285,customer2285@email.com,2019-02-26,2500.0,CA,(586) 895-8911,2986.95,671.0,False,False,False,False,False,CA,False
CUST15447,Customer 5447,customer5447@email.com,2021-10-02,1000.0,IL,(298) 218-5910,1736.27,745.0,False,False,False,False,False,IL,False
CUST11909,Customer 1909,customer1909@email.com,2024-11-13,25000.0,CA,,3300.3218458836022,615.0,True,False,False,False,False,CA,True
CUST17329,Customer 7329,customer7329@email.com,2023-05-04,10000.0,FL,(909) 453-7738,2681.97,560.0,False,False,False,False,False,FL,False
CUST10966,Customer 966,,2022-04-01,1000.0,CA,(254) 262-7000,307.37,679.0,True,False,False,False,False,CA,True
CUST16050,Customer 6050,customer6050@email.com,2020-11-21,15000.0,IL,(428) 949-8567,1013.02,713.0,False,False,False,False,False,IL,False
CUST16802,Customer 6802,customer6802@email.com,2024-09-20,10000.0,FL,(390) 355-9905,4005.22,723.0,False,False,False,False,False,FL,False
CUST17827,Customer 7827,customer7827@email.com,2018-02-24,2500.0,CA,(936) 931-9671,2465.82,703.0,False,False,False,False,False,CA,False
CUST15045,Customer 5045,customer5045@email.com,2023-07-01,25000.0,TX,(792) 603-2062,3579.21,677.0,False,False,False,False,False,TX,False
CUST13896,Customer 3896,customer3896@email.com,2023-05-27,7500.0,CA,(478) 244-5046,4401.45,665.0,False,False,False,False,False,CA,False
CUST12428,Customer 2428,customer2428@email.com,2023-01-27,2500.0,IL,(763) 941-2924,1979.07,726.0,False,False,False,False,False,IL,False
CUST12605,Customer 2605,customer2605@email.com,2025-03-17,25000.0,FL,(847) 663-2527,2694.26,722.0,False,False,False,False,False,FL,False
CUST11957,Customer 1957,customer1957@email.com,2020-06-10,25000.0,FL,(201) 286-7414,1424.53,740.0,False,False,False,False,False,FL,False
CUST16032,Customer 6032,customer6032@email.com,2018-04-12,7500.0,TX,(211) 730-1813,-68.92,751.0,False,False,False,False,False,TX,False
CUST16553,Customer 6553,customer6553@email.com,2023-12-29,,IL,,2004.32,717.0,True,False,False,False,False,IL,True
CUST16244,Customer 6244,customer6244@email.com,2020-01-21,25000.0,NY,(868) 356-4547,5368.78,698.0,False,False,False,False,False,NY,False
CUST13977,Customer 3977,customer3977@email.com,2021-10-26,5000.0,CA,(458) 578-9557,1021.32,742.0,False,False,False,False,False,CA,False
CUST11256,Customer 1256,customer1256@email.com,2023-11-27,7500.0,CA,(251) 593-1825,3102.04,725.0,False,False,False,False,False,CA,False
CUST15495,Customer 5495,customer5495@email.com,2020-01-04,15000.0,FL,(986) 621-7540,3649.88,667.0,False,False,False,False,False,FL,False
CUST16106,Customer 6106,,2019-10-18,2500.0,FL,(434) 203-8466,1349.92,691.0,True,False,False,False,False,FL,True
CUST11855,Customer 1855,customer1855@email.com,2021-10-06,2500.0,NY,(608) 557-2596,1539.1,846.0,False,False,False,False,False,NY,False
CUST10886,Customer 886,customer886@email.com,2019-03-22,10000.0,CA,(997) 693-8271,4181.48,683.0,False,False,False,False,False,CA,False
CUST13670,Customer 3670,customer3670@email.com,2023-08-22,7500.0,TX,,2247.51,596.0,True,False,False,False,False,TX,True
CUST16306,Customer 6306,customer6306@email.com,2023-12-18,1000.0,,(700) 585-1483,-76.89,723.0,False,False,False,False,False,UNKNOWN,False
CUST10904,Customer 904,customer904@email.com,2022-06-07,2500.0,TX,(508) 481-4062,4958.26,641.0,False,False,False,False,False,TX,False
CUST12873,Customer 2873,customer2873@email.com,2020-01-08,7500.0,FL,(243) 327-2195,4532.57,608.0,False,False,False,False,False,FL,False
CUST15613,Customer 5613,,2018-03-25,1000.0,  ny,(213) 646-3419,,717.0,True,False,False,False,False,NY,True
CUST11136,Customer 1136,customer1136@email.com,2022-08-13,1000.0,FL,(578) 462-1984,744.57,528.0,False,False,False,False,False,FL,False
CUST10326,Customer 326,customer326@email.com,2023-02-14,5000.0,CA,(439) 975-3817,921.66,,True,False,False,False,False,CA,True
CUST10713,Customer 713,customer713@email.com,2023-01-06,7500.0,FL,(719) 262-5531,,591.0,False,False,False,False,False,FL,False
CUST13318,Customer 3318,customer3318@email.com,2019-11-10,5000.0,CA,(736) 880-7094,-1317.94,681.0,False,False,False,False,False,CA,False
CUST11392,Customer 1392,customer1392@email.com,2018-04-09,1000.0,NY,(392) 804-8260,1747.89,583.0,False,False,False,False,False,NY,False
CUST14027,Customer 4027,customer4027@email.com,2023-08-15,15000.0,CA,(718) 265-7652,3129.67,597.0,False,False,False,False,False,CA,False
CUST12244,Customer 2244,customer2244@email.com,2021-02-01,1000.0,,(743) 285-4650,1936.32,796.0,False,False,False,False,False,UNKNOWN,False
CUST14261,Customer 4261,customer4261@email.com,2023-01-02,15000.0,CA,(918) 356-1640,1715.96,684.0,False,False,False,False,False,CA,False
CUST10446,Customer 446,customer446@email.com,2023-11-02,7500.0,TX,(598) 362-4892,1318.84,745.0,False,False,False,False,False,TX,False
CUST16555,Customer 6555,customer6555@email.com,2021-06-27,10000.0,FL,(604) 711-8820,3674.26,698.0,False,False,False,False,False,FL,False
CUST17083,Customer 7083,customer7083@email.com,2020-11-04,5000.0,Texas,(889) 628-5162,,614.0,False,False,False,False,False,UNKNOWN,False
CUST10060,Customer 60,customer60@email.com,2023-10-04,,  ny,(607) 880-2954,1533.37,720.0,False,False,False,False,False,NY,False
CUST10909,Customer 909,,2018-02-27,1000.0,CA,(467) 355-3645,2429.35,689.0,True,False,False,False,False,CA,True
CUST15009,Customer 5009,customer5009@email.com,2025-04-16,2500.0,FL,(625) 939-9655,2102.75,701.0,False,False,False,False,False,FL,False
CUST12088,Customer 2088,customer2088@email.com,2020-09-26,7500.0,FL,(599) 217-9538,2115.85,667.0,False,False,False,False,False,FL,False
CUST11961,Customer 1961,customer1961@email.com,2023-09-08,5000.0,Texas,(294) 828-7671,4515.25,641.0,False,False,False,False,False,UNKNOWN,False
CUST17891,Customer 7891,customer7891@email.com,2022-11-25,1000.0,,(850) 911-9071,3248.38,778.0,False,False,False,False,False,UNKNOWN,False
CUST13242,Customer 3242,customer3242@email.com,2024-10-30,1000.0,TX,(226) 355-4019,199.29,774.0,False,False,False,False,False,TX,False
CUST17437,Customer 7437,customer7437@email.com,2018-08-20,7500.0,CA,(470) 786-1105,4542.32,765.0,False,False,False,False,False,CA,False
CUST14505,Customer 4505,customer4505@email.com,2022-07-03,1000.0,CA,(785) 717-8080,3154.03,702.0,False,False,False,False,False,CA,False
CUST15972,Customer 5972,customer5972@email.com,2018-10-14,,IL,,4782.89,,True,False,False,False,False,IL,True
CUST15566,Customer 5566,customer5566@email.com,2023-06-15,2500.0,CA,(984) 530-6025,,702.0,False,False,False,False,False,CA,False
CUST15943,Customer 5943,customer5943@email.com,2024-02-16,5000.0,IL,(320) 426-9315,1389.8,618.0,False,False,False,False,False,IL,False
CUST12878,Customer 2878,customer2878@email.com,2020-07-13,15000.0,IL,(756) 613-6048,3388.34,792.0,False,False,False,False,False,IL,False
CUST13889,Customer 3889,,2024-10-06,7500.0,CA,(654) 718-5143,1182.63,705.0,True,False,False,False,False,CA,True
CUST17433,Customer 7433,customer7433@email.com,2022-11-05,25000.0,IL,(834) 635-2048,1985.26,674.0,False,False,False,False,False,IL,False
CUST12784,Customer 2784,customer2784@email.com,2019-09-13,1000.0,ca ,(526) 475-5701,1090.2,666.0,False,False,False,False,False,CA,False
CUST14521,Customer 4521,customer4521@email.com,2020-09-17,5000.0,  ny,(569) 492-3052,2495.15,708.0,False,False,False,False,False,NY,False
CUST16183,Customer 6183,customer6183@email.com,2021-02-01,2500.0,FL,(478) 445-5598,816.8,716.0,False,False,False,False,False,FL,False
CUST11380,Customer 1380,customer1380@email.com,2025-05-19,1000.0,TX,(676) 476-3124,1792.05,737.0,False,False,False,False,False,TX,False
CUST12702,Customer 2702,customer2702@email.com,2020-06-18,1000.0,NY,(415) 985-3248,2357.79,710.0,False,False,False,False,False,NY,False
CUST10844,Customer 844,customer844@email.com,2019-08-15,7500.0,,(835) 956-4206,2072.99,713.0,False,False,False,False,False,UNKNOWN,False
CUST11068,Customer 1068,customer1068@email.com,2020-05-09,15000.0,IL,(891) 803-4602,486.49,745.0,False,False,False,False,False,IL,False
CUST16437,Customer 6437,customer6437@email.com,2023-03-19,15000.0,CA,(748) 671-4602,2807.28,603.0,False,False,False,False,False,CA,False
CUST13622,Customer 3622,customer3622@email.com,2020-11-11,2500.0,CA,(851) 828-8982,3787.42,691.0,False,False,False,False,False,CA,False
CUST12475,Customer 2475,customer2475@email.com,2020-07-31,2500.0,ca ,(332) 966-8567,2950.54,728.0,False,False,False,False,False,CA,False
CUST15716,Customer 5716,customer5716@email.com,2022-09-22,25000.0,Texas,(596) 269-3424,1469.29,699.0,False,False,False,False,False,UNKNOWN,False
CUST10747,Customer 747,customer747@email.com,2022-04-30,15000.0,CA,(414) 986-6021,4096.74,676.0,False,False,False,False,False,CA,False
CUST10641,Customer 641,customer641@email.com,2018-07-01,7500.0,,(955) 869-4527,1265.27,590.0,False,False,False,False,False,UNKNOWN,False
CUST13606,Customer 3606,customer3606@email.com,2025-04-27,10000.0,CA,(703) 843-1054,4026.28,659.0,False,False,False,False,False,CA,False
CUST10158,Customer 158,customer158@email.com,2019-10-23,10000.0,CA,(600) 463-5830,-389.73,630.0,False,False,False,False,False,CA,False
CUST13601,Customer 3601,customer3601@email.com,2019-05-14,1000.0,,(772) 345-8091,2776.98,,True,False,False,False,False,UNKNOWN,True
CUST12326,Customer 2326,customer2326@email.com,2019-01-05,1000.0,FL,(868) 356-7810,4192.82,702.0,False,False,False,False,False,FL,False
CUST10642,Customer 642,customer642@email.com,2022-05-18,10000.0,TX,(998) 410-8657,3163.77,745.0,False,False,False,False,False,TX,False
CUST16319,Customer 6319,customer6319@email.com,2018-04-05,1000.0,TX,(980) 215-4420,4850.86,891.0,False,False,True,False,False,TX,True
CUST12893,Customer 2893,customer2893@email.com,2020-02-20,25000.0,CA,(387) 630-3777,5098.8,594.0,False,False,False,False,False,CA,False
CUST11911,Customer 1911,customer1911@email.com,2019-08-08,,CA,(573) 398-4980,1427.26,517.0,False,False,False,False,False,CA,False
CUST12759,Customer 2759,customer2759@email.com,2023-12-17,1000.0,CA,(218) 763-4502,1924.09,627.0,False,False,False,False,False,CA,False
CUST14590,Customer 4590,customer4590@email.com,2021-08-03,7500.0,  ny,(901) 872-5448,2456.2,822.0,False,False,False,False,False,NY,False
CUST11211,Customer 1211,customer1211@email.com,2019-03-16,2500.0,NY,(396) 533-8528,3334.95,741.0,False,False,False,False,False,NY,False
CUST15141,Customer 5141,,2021-05-22,25000.0,TX,(732) 627-5562,4527.89,715.0,True,False,False,False,False,TX,True
CUST13329,Customer 3329,customer3329@email.com,2023-11-29,5000.0,FL,(961) 593-8607,5710.51,736.0,False,False,False,False,False,FL,False
CUST11872,Customer 1872,customer1872@email.com,2020-10-27,2500.0,  ny,(634) 938-1670,1932.74,662.0,False,False,False,False,False,NY,False
CUST12943,Customer 2943,customer2943@email.com,2024-08-17,1000.0,NY,(496) 760-6710,1117.05,749.0,False,False,False,False,False,NY,False
CUST12434,Customer 2434,customer2434@email.com,2022-02-11,5000.0,CA,(479) 225-9248,2469.28,652.0,False,False,False,False,False,CA,False
CUST13503,Customer 3503,customer3503@email.com,2022-07-02,15000.0,FL,(957) 952-6861,3027.11,574.0,False,False,False,False,False,FL,False
CUST10925,Customer 925,customer925@email.com,2025-02-16,7500.0,FL,(253) 245-1755,2416.75,766.0,False,False,False,False,False,FL,False
CUST12374,Customer 2374,customer2374@email.com,2020-12-31,7500.0,IL,(298) 755-4104,285.67,793.0,False,False,False,False,False,IL,False
CUST14884,Customer 4884,customer4884@email.com,2023-08-18,2500.0,TX,(305) 313-3264,1153.42,717.0,False,False,False,False,False,TX,False
CUST15603,Customer 5603,customer5603@email.com,2022-10-23,25000.0,TX,(284) 809-7521,462.26,752.0,False,False,False,False,False,TX,False
CUST12333,Customer 2333,customer2333@email.com,2024-10-29,1000.0,TX,(674) 461-2494,2453.3727954576075,783.0,False,False,False,False,False,TX,False
CUST13883,Customer 3883,customer3883@email.com,2022-09-15,10000.0,ca ,,3088.21,739.0,True,False,False,False,False,CA,True
CUST10463,Customer 463,customer463@email.com,2021-03-23,10000.0,,(324) 348-1965,1779.67,695.0,False,False,False,False,False,UNKNOWN,False
CUST16460,Customer 6460,customer6460@email.com,2020-08-20,,,(913) 245-4303,,519.0,False,False,False,False,False,UNKNOWN,False
CUST14142,Customer 4142,customer4142@email.com,2020-11-19,7500.0,  ny,(450) 522-3779,1477.74,730.0,False,False,False,False,False,NY,False
CUST15774,Customer 5774,customer5774@email.com,2022-08-12,1000.0,TX,,1563.91,554.0,True,False,False,False,False,TX,True
CUST14757,Customer 4757,customer4757@email.com,2019-03-12,10000.0,IL,(643) 779-8664,2016.71,623.0,False,False,False,False,False,IL,False
CUST10717,Customer 717,customer717@email.com,2019-11-03,2500.0,TX,(594) 957-3901,2595.334221777668,704.0,False,False,False,False,False,TX,False
CUST15184,Customer 5184,customer5184@email.com,2021-01-17,15000.0,ca ,,1719.77,675.0,True,False,False,False,False,CA,True
CUST12786,Customer 2786,customer2786@email.com,2024-07-09,10000.0,Texas,(342) 526-4149,1619.43,731.0,False,False,False,False,False,UNKNOWN,False
CUST10940,Customer 940,customer940@email.com,2020-05-30,7500.0,IL,(725) 693-7949,3226.32,732.0,False,False,False,False,False,IL,False
CUST10505,Customer 505,customer505@email.com,2024-11-13,1000.0,ca ,(982) 483-8166,-187.8,647.0,False,False,False,False,False,CA,False
CUST10247,Customer 247,customer247@email.com,2022-09-16,1000.0,IL,(486) 370-1786,3610.08,501.0,False,False,False,False,False,IL,False
CUST16584,Customer 6584,customer6584@email.com,2022-10-13,10000.0,  ny,(798) 592-5929,1000.4,662.0,False,False,False,False,False,NY,False
CUST16400,Customer 6400,customer6400@email.com,2020-12-15,1000.0,TX,(352) 920-8088,-453.16,589.0,False,False,False,False,False,TX,False
CUST15928,Customer 5928,customer5928@email.com,2020-12-06,7500.0,Texas,(435) 635-2044,1871.77,742.0,False,False,False,False,False,UNKNOWN,False
CUST13007,Customer 3007,customer3007@email.com,2021-07-15,25000.0,NY,(356) 471-4881,331.74,658.0,False,False,False,False,False,NY,False
CUST13000,Customer 3000,customer3000@email.com,2020-03-07,7500.0,CA,(859) 970-2804,2316.72,476.0,False,False,False,False,False,CA,False
CUST11421,Customer 1421,customer1421@email.com,2019-12-13,2500.0,CA,(622) 831-7039,1546.62,696.0,False,False,False,False,False,CA,False
CUST16531,Customer 6531,customer6531@email.com,2024-06-03,15000.0,,(720) 668-5593,2206.24,813.0,False,False,False,False,False,UNKNOWN,False
CUST14069,Customer 4069,customer4069@email.com,2024-08-22,10000.0,NY,(427) 704-4070,694.47,701.0,False,False,False,False,False,NY,False
CUST10917,Customer 917,customer917@email.com,2019-12-14,1000.0,FL,(891) 231-1752,999999.0,680.0,False,False,False,True,False,FL,True
CUST16336,Customer 6336,customer6336@email.com,2023-03-26,25000.0,TX,(960) 661-6784,3586.53,601.0,False,False,False,False,False,TX,False
CUST15035,Customer 5035,customer5035@email.com,2019-10-12,,TX,(491) 781-3724,334.75,704.0,False,False,False,False,False,TX,False
CUST14232,Customer 4232,customer4232@email.com,2024-11-20,15000.0,FL,(690) 395-3853,683.88,665.0,False,False,False,False,False,FL,False
CUST12056,Customer 2056,customer2056@email.com,2023-11-09,5000.0,,(699) 473-8495,3932.84,631.0,False,False,False,False,False,UNKNOWN,False
CUST12781,Customer 2781,,2020-02-21,5000.0,TX,(321) 740-8269,691.71,622.0,True,False,False,False,False,TX,True
CUST17524,Customer 7524,customer7524@email.com,2020-04-30,1000.0,CA,(635) 366-8254,2148.31,702.0,False,False,False,False,False,CA,False
CUST10757,Customer 757,customer757@email.com,2018-03-10,7500.0,,(225) 533-7936,1952.95,697.0,False,False,False,False,False,UNKNOWN,False
CUST11926,Customer 1926,customer1926@email.com,2025-01-26,7500.0,CA,(259) 910-6229,2101.02,686.0,False,False,False,False,False,CA,False
CUST11979,Customer 1979,customer1979@email.com,2018-09-08,5000.0,FL,(288) 989-4200,1865.76,697.0,False,False,False,False,False,FL,False
CUST16636,Customer 6636,customer6636@email.com,2024-02-08,10000.0,IL,(329) 858-9079,1438.23,781.0,False,False,False,False,False,IL,False
CUST13813,Customer 3813,customer3813@email.com,2022-11-27,15000.0,  ny,(476) 495-9429,2090.2,717.0,False,False,False,False,False,NY,False
CUST13850,Customer 3850,customer3850@email.com,2020-10-21,10000.0,TX,(244) 669-7264,1908.25,708.0,False,False,False,False,False,TX,False
CUST10845,Customer 845,invalid_email_format,2019-02-14,,TX,(281) 868-2532,443.2,682.0,False,True,False,False,False,TX,True
CUST10215,Customer 215,customer215@email.com,2019-03-17,1000.0,ca ,(783) 347-4650,4462.76,735.0,False,False,False,False,False,CA,False
CUST11610,Customer 1610,customer1610@email.com,2021-11-30,15000.0,CA,(533) 754-3350,4120.9,596.0,False,False,False,False,False,CA,False
CUST12446,Customer 2446,customer2446@email.com,2018-01-14,5000.0,NY,(892) 898-4995,-490.83,811.0,False,False,False,False,False,NY,False
CUST12569,Customer 2569,customer2569@email.com,2025-04-06,15000.0,FL,(278) 451-8252,1011.2188289357006,696.0,False,False,False,False,False,FL,False
CUST14694,Customer 4694,customer4694@email.com,2023-05-07,1000.0,  ny,(653) 259-2914,618.24,714.0,False,False,False,False,False,NY,False
CUST17204,Customer 7204,,2018-09-18,1000.0,FL,(209) 229-6397,3316.45,,True,False,False,False,False,FL,True
CUST16533,Customer 6533,customer6533@email.com,2018-05-19,2500.0,,(227) 817-4018,425.88,776.0,False,False,False,False,False,UNKNOWN,False
CUST14939,Customer 4939,customer4939@email.com,2022-08-25,10000.0,CA,(804) 853-5777,2610.22,,True,False,False,False,False,CA,True
CUST15849,Customer 5849,customer5849@email.com,2020-11-15,10000.0,NY,(813) 712-4277,977.04,754.0,False,False,False,False,False,NY,False
CUST15620,Customer 5620,customer5620@email.com,2021-01-24,15000.0,ca ,(342) 508-6311,1497.02,791.0,False,False,False,False,False,CA,False
CUST10814,Customer 814,customer814@email.com,2023-11-30,1000.0,,(786) 528-9150,2174.941347174678,644.0,False,False,False,False,False,UNKNOWN,False
CUST10613,Customer 613,customer613@email.com,2021-03-23,7500.0,CA,(981) 609-6964,2328.63,589.0,False,False,False,False,False,CA,False
CUST11534,Customer 1534,customer1534@email.com,2022-08-30,10000.0,IL,(883) 368-1491,1296.73,837.0,False,False,False,False,False,IL,False
CUST17302,Customer 7302,customer7302@email.com,2019-10-18,25000.0,IL,(440) 829-5105,742.25,750.0,False,False,False,False,False,IL,False
CUST13490,Customer 3490,customer3490@email.com,2018-06-08,1000.0,NY,(926) 535-3043,895.54,678.0,False,False,False,False,False,NY,False
CUST11409,Customer 1409,customer1409@email.com,2023-12-22,5000.0,ca ,(307) 727-3368,3887.34,759.0,False,False,False,False,False,CA,False
CUST14284,Customer 4284,customer4284@email.com,2018-12-22,10000.0,CA,(811) 822-9725,1603.49,633.0,False,False,False,False,False,CA,False
CUST12167,Customer 2167,customer2167@email.com,2020-11-30,10000.0,NY,(692) 645-8984,3201.04,734.0,False,False,False,False,False,NY,False
CUST12394,Customer 2394,customer2394@email.com,2027-06-01,15000.0,NY,(541) 870-4353,-1405.0,757.0,False,False,False,False,True,NY,True
CUST10789,Customer 789,customer789@email.com,2024-08-16,10000.0,ca ,(668) 680-3674,1975.87,764.0,False,False,False,False,False,CA,False
CUST11532,Customer 1532,customer1532@email.com,2020-11-27,1000.0,CA,(263) 389-8380,589.78,821.0,False,False,False,False,False,CA,False
CUST17426,Customer 7426,customer7426@email.com,2019-07-12,2500.0,CA,(747) 290-2227,431.52,799.0,False,False,False,False,False,CA,False
CUST10080,Customer 80,customer80@email.com,2022-07-09,5000.0,TX,(404) 916-4403,1394.43,637.0,False,False,False,False,False,TX,False
CUST12174,Customer 2174,customer2174@email.com,2023-11-09,25000.0,FL,(975) 754-1363,3632.76,618.0,False,False,False,False,False,FL,False
CUST16426,Customer 6426,,2025-04-14,5000.0,,(485) 643-6389,1534.28,623.0,True,False,False,False,False,UNKNOWN,True
CUST11738,Customer 1738,customer1738@email.com,2024-10-14,15000.0,Texas,(780) 968-1463,563.17,616.0,False,False,False,False,False,UNKNOWN,False
CUST15594,Customer 5594,customer5594@email.com,2020-04-29,15000.0,CA,(360) 841-9796,3196.3,610.0,False,False,False,False,False,CA,False
CUST14560,Customer 4560,customer4560@email.com,2024-07-23,15000.0,CA,(452) 929-6749,1118.29,701.0,False,False,False,False,False,CA,False
CUST15149,Customer 5149,customer5149@email.com,2021-02-23,5000.0,IL,(663) 447-8946,4696.75,695.0,False,False,False,False,False,IL,False
CUST15671,Customer 5671,customer5671@email.com,2022-11-02,2500.0,Texas,(450) 431-9015,2723.64,732.0,False,False,False,False,False,UNKNOWN,False
CUST15553,Customer 5553,customer5553@email.com,2018-11-12,10000.0,Texas,(574) 741-9126,3014.94,623.0,False,False,False,False,False,UNKNOWN,False
CUST15302,Customer 5302,,2020-09-02,25000.0,TX,,3191.59,755.0,True,False,False,False,False,TX,True
CUST16053,Customer 6053,customer6053@email.com,2021-08-28,25000.0,NY,(200) 768-6043,1419.6168590118127,672.0,False,False,False,False,False,NY,False
CUST17323,Customer 7323,customer7323@email.com,2022-03-17,15000.0,,(625) 702-7075,3349.38,675.0,False,False,False,False,False,UNKNOWN,False
CUST17491,Customer 7491,customer7491@email.com,2018-11-28,,,(701) 462-8159,2217.99,761.0,False,False,False,False,False,UNKNOWN,False
CUST14082,Customer 4082,customer4082@email.com,2018-10-15,10000.0,,(334) 480-6685,1608.07,729.0,False,False,False,False,False,UNKNOWN,False
CUST12611,Customer 2611,customer2611@email.com,2018-12-18,25000.0,FL,(653) 948-5197,774.87,718.0,False,False,False,False,False,FL,False
CUST16779,Customer 6779,customer6779@email.com,2023-11-04,10000.0,ca ,(449) 515-8871,3334.54,737.0,False,False,False,False,False,CA,False
CUST10665,Customer 665,customer665@email.com,2020-11-11,15000.0,CA,(873) 710-3200,1725.18,807.0,False,False,False,False,False,CA,False
CUST15637,Customer 5637,customer5637@email.com,2024-03-22,5000.0,CA,(836) 456-6024,-99.86,680.0,False,False,False,False,False,CA,False
CUST11822,Customer 1822,customer1822@email.com,2023-08-26,10000.0,CA,(397) 888-4523,1391.74,587.0,False,False,False,False,False,CA,False
